location,title,price_eur,rooms,m2,build_material,year,page,kinder_garden,metro_station
Vr_bniza 1,"Mnogostaen apartament do metrostanzia „Beli dunav“ i magazin Bila
 Vr_bniza 1, Sofia",170000EUR,4,110,Panel,1985,238,1,1
Levski G,"Preustroen dvustaen apartament v otlicno s_stoanie v kv. Levski G
 Levski G, Sofia",129000EUR,3,68,Panel,1990,238,1,1
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 125 kv.m., 192500 €
Malinova Dolina, Sofia",192500EUR,3,125,Tuhla,2023,239,0,0
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 99 kv.m., 152500 €
Malinova Dolina, Sofia",152500EUR,3,99,Tuhla,2023,239,0,0
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 119 kv.m., 183250 €
Malinova Dolina, Sofia",183250EUR,3,119,Tuhla,2023,239,0,0
Zent_r,"3-staen, Sofia, Zent_r, 80 kv.m., 168000 €
Zent_r, Sofia",168000EUR,3,80,Tuhla,n/a,239,0,0
Botunez,"Tristaen apartament 98 kv.m Panel 1985 g. 6 etaj Posleden etaj
Botunez, Sofia",82500EUR,3,98,Panel,1985,239,0,0
Malinova Dolina,"Tristaen apartament 104 kv.m Tuhla 2023 g. 5 etaj Posleden etaj
Malinova Dolina, Sofia",155000EUR,3,104,Tuhla,2023,239,0,0
Hadji Dimit_r,"Ednostaen, kv. Hadji Dimit_r
Hadji Dimit_r, Sofia",79900EUR,0,44,Panel,1982,239,0,0
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",216650EUR,3,178,Tuhla,2025,239,0,0
Ovca Kupel 1,"Cetiristaen ap. za prodajba v Ovca Kupel 1
Ovca Kupel 1, Sofia",200000EUR,4,120,Panel,1990,239,0,0
Dragalevzi,"Tristaen mezonet s gradina i parkomasto v polite na Vitosa
 Dragalevzi, Sofia",249000EUR,3,117,Tuhla,n/a,239,0,0
Obela,"prodava 3-staen kv. Obela
Obela, Sofia",139900EUR,3,106,Tuhla,2024,239,0,0
Dragalevzi,"Mnogostaen apartament
Dragalevzi, Sofia",290000EUR,4,200,Tuhla,2010,239,0,0
Mladost 3,"Jilisen kompleks ot tri sgradi s_s sportna zala, pizaria, kafe i magazin
 Mladost 3, Sofia",109481EUR,0,62.61,Tuhla,2023,239,0,0
Oborise,"3-staen, Sofia, Oborise, 80 kv.m., 750000 €
Oborise, Sofia",750000EUR,3,80,Tuhla,n/a,239,0,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 81 kv.m., 134100 €
Malinova Dolina, Sofia",134100EUR,2,81,Tuhla,2023,239,0,0
Zent_r,"Prodava, 4-staen, Zent_r
Zent_r, Sofia",240000EUR,4,164,Tuhla,2018,239,0,0
Lulin 7,"Tristaen v Lulin 7
Lulin 7, Sofia",134000EUR,3,95,Panel,1985,239,0,0
Ovca Kupel,"Dvustaen apartament kv. Ovca Kupel do NBU
Ovca Kupel, Sofia",129000EUR,2,74,Tuhla,2022,239,0,0
Dianabad,"Dvustaen apartament v sgrada S-Tower na bul. ”G. M. Dimitrov”
 Dianabad, Sofia",197529EUR,2,81.62,Tuhla,n/a,239,0,0
Oborise,"Mnogostaen, Sofia, Oborise, 190 kv.m., 514600 €
Oborise, Sofia",514600EUR,4,190,Tuhla,n/a,239,0,0
Ovca Kupel,"Prodava dvustaen gr Sofia kv Ovca Kupel nova tuhla 82 kv. m
 Ovca Kupel, Sofia",135991EUR,2,82,Tuhla,2024,239,0,0
Ovca Kupel,"Prodava tristaen grad Sofia kv Ovca Kupel nova tuhla 115 kv. m
 Ovca Kupel, Sofia",177436EUR,3,115,Tuhla,2024,239,0,0
Suhata reka,"Dvustaen apartament v Suhata reka
Suhata reka, Sofia",97000EUR,2,69,Tuhla,1965,239,0,0
Poduane,"Dvustaen apartament v kv. Poduane
Poduane, Sofia",135000EUR,2,97,Tuhla,1974,239,0,0
Zent_r,"Sl_ncev dvustaen apartament 64 kv.m., et.2 na tiha uliza
Zent_r, Sofia",179000EUR,2,64,Tuhla,2023,239,0,0
Obela 1,"Prodava 2-staen, kv. Ovca kupel 2
Obela 1, Sofia",128000EUR,2,65,Panel,1985,239,0,0
Hladilnika,"Prodava luksozen PENTHAUS s TOP lokazia, Hladilnika
Hladilnika, Sofia",370000EUR,4,261,Tuhla,1999,240,0,0
Slatina,"Prodava garsoniera
Slatina, Sofia",87400EUR,0,46,Panel,1986,240,1,0
Ovca Kupel,"Dvustaen v Ovca kupel
Ovca Kupel, Sofia",122000EUR,2,62,Panel,1986,240,1,0
Tolstoj,"Dvustaen apartament v nova moderna sgrada do bul. ”Rojen”
 Tolstoj, Sofia",98760EUR,2,82.3,Tuhla,2023,240,1,0
Oborise,"Mnogostaen apartament na klucovia bul. Vasil Levski
 Oborise, Sofia",828000EUR,4,280,Tuhla,2000,240,1,0
Hadji Dimit_r,"Jilisna sgrada s mesta za parkirane v kv. Hadji Dimit_r
 Hadji Dimit_r, Sofia",69416EUR,0,42.07,Tuhla,2023,240,1,0
Drujba 2,"Apartamenti v sgrada novo stroitelstvo v kv. Drujba 2
 Drujba 2, Sofia",90210EUR,2,60.14,Tuhla,2024,240,1,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",187900EUR,3,108,Tuhla,n/a,240,1,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s dvor 20 kv.m. s AKT 14!!!
Kr_stova Vada, Sofia",127350EUR,2,88,Tuhla,n/a,240,1,0
Kr_stova Vada,"Mnogostaen apartament v Kr_stova Vada s AKT 14!!!
Kr_stova Vada, Sofia",275500EUR,4,145,Tuhla,n/a,240,1,0
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",275500EUR,4,145,Tuhla,n/a,240,1,0
Vitosa,"Mnogostaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",423000EUR,4,213,Tuhla,n/a,240,1,0
Kr_stova Vada,"Mnogostaen apartament v Kr_stova Vada s AKT 14!!!
Kr_stova Vada, Sofia",423000EUR,4,213,Tuhla,n/a,240,1,0
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",423000EUR,4,213,Tuhla,n/a,240,1,0
Vitosa,"Cetiristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",423000EUR,4,213,Tuhla,n/a,240,1,0
Vitosa,"Mnogostaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",542000EUR,4,280,Tuhla,n/a,240,1,0
Kr_stova Vada,"Mnogostaen apartament v Kr_stova Vada s AKT 14!!!
Kr_stova Vada, Sofia",542000EUR,4,280,Tuhla,n/a,240,1,0
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",542000EUR,4,280,Tuhla,n/a,240,1,0
Vitosa,"Cetiristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",542000EUR,4,280,Tuhla,n/a,240,1,0
Kr_stova Vada,"Mnogostaen apartament v Kr_stova Vada s AKT 14!!!
Kr_stova Vada, Sofia",737000EUR,4,423,Tuhla,n/a,240,1,0
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",737000EUR,4,423,Tuhla,n/a,240,1,0
Vitosa,"Mnogostaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",737000EUR,4,423,Tuhla,n/a,240,1,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 80.44 kv.m., 147261 €
Malinova Dolina, Sofia",147261EUR,2,80,Tuhla,2023,240,1,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 74.43 kv.m., 121802 €
Malinova Dolina, Sofia",121802EUR,2,74,Tuhla,2023,240,1,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 74.19 kv.m., 119790 €
Malinova Dolina, Sofia",119790EUR,2,74,Tuhla,2023,240,1,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70.64 kv.m., 110372 €
Malinova Dolina, Sofia",110372EUR,2,71,Tuhla,2023,240,1,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 76.35 kv.m., 123122 €
Malinova Dolina, Sofia",123122EUR,2,76,Tuhla,2023,240,1,0
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 69.18 kv.m., 119704 €
Malinova Dolina, Sofia",119704EUR,2,69,Tuhla,2023,240,1,0
Zona B5,"Prodava 2-staen, j.k. Zona B-5
Zona B5, Sofia",140000EUR,2,60,Tuhla,1921,240,1,1
Malinova Dolina,"Tristaen apartament 108 kv.m Tuhla 2024 g. 4 etaj Neposleden
Malinova Dolina, Sofia",190920EUR,3,108,Tuhla,2024,241,0,0
Malinova Dolina,"Tristaen apartament 147 kv.m Tuhla 2024 g. 6 etaj Posleden etaj
Malinova Dolina, Sofia",273600EUR,3,147,Tuhla,2024,241,0,0
Lulin 9,"Dvustaen apartament Tuhla 2024 g. 2 etaj Neposleden
Lulin 9, Sofia",85306EUR,2,69,Tuhla,2024,241,0,0
Malinova Dolina,"Dvustaen apartament 56 kv.m Tuhla 2024 g. 1 etaj Parter
Malinova Dolina, Sofia",94800EUR,2,56,Tuhla,2024,241,0,0
Malinova Dolina,"Mnogostaen apartament 120 kv.m Tuhla 2024 g. 3 etaj Neposleden
Malinova Dolina, Sofia",213600EUR,4,120,Tuhla,2024,241,0,0
Malinova Dolina,"Dvustaen apartament 79 kv.m Tuhla 2024 g. 3 etaj Neposleden
Malinova Dolina, Sofia",120960EUR,2,79,Tuhla,2024,241,0,0
Malinova Dolina,"Dvustaen apartament Tuhla 2024 g. 1 etaj Parter
Malinova Dolina, Sofia",122140EUR,2,78,Tuhla,2024,241,0,0
Zona B18,"Tristaen apartament 120 kv.m Tuhla 2023 g. 2 etaj Neposleden
Zona B18, Sofia",318500EUR,3,120,Tuhla,2023,241,0,1
Ovca Kupel,"Nova moderna sgrada, kv. Ovca Kupel!
Ovca Kupel, Sofia",156335EUR,3,102,Tuhla,2023,241,1,1
Ovca Kupel 2,"Tristaen apartament 130 kv.m Tuhla 2024 g. 2 etaj Neposleden
Ovca Kupel 2, Sofia",162845EUR,3,130,Tuhla,2024,241,1,1
Lulin 9,"Dvustaen apartament 89 kv.m Tuhla 2021 g. 3 etaj Neposleden
Lulin 9, Sofia",106000EUR,2,89,Tuhla,2021,241,1,1
Hipodruma,"Tristaen apartament
Hipodruma, Sofia",210000EUR,3,104,Tuhla,1960,241,1,1
Ovca Kupel,"Dvustaen apartament 70 kv.m Tuhla 1 etaj P_rvi jilisen
Ovca Kupel, Sofia",157000EUR,2,70,Tuhla,n/a,241,1,1
Vitosa,"4-st Vitosa
Vitosa, Sofia",395600EUR,4,173,Tuhla,2012,241,1,1
Izgrev,"Dvustaen apartament 81 kv.m Tuhla 2017 g. 2 etaj Neposleden
Izgrev, Sofia",234000EUR,2,81,Tuhla,2017,241,1,1
Krasna Polana,"Tristaen apartament 82 kv.m EPK/PK 1989 g. 2 etaj Neposleden
Krasna Polana, Sofia",142900EUR,3,82,EPK/PK,1989,241,1,1
Lulin Zent_r,"Dvustaen, obzaveden apartament v kv. Lulin
Lulin Zent_r, Sofia",95000EUR,2,69,Tuhla,2009,241,1,1
D_rveniza,"Mnogostaen apartament v D_rveniza!
D_rveniza, Sofia",200000EUR,4,116,EPK/PK,1970,241,1,1
Lulin 5,"Tristaen apartament s parkomasto i gledka k_m Vitosa v Atlantis Barcode
 Lulin 5, Sofia",135000EUR,3,107,Tuhla,n/a,241,1,1
Boana,"Luksozno novo jilise v butikova sgrada
 Boana, Sofia",559000EUR,4,178,Tuhla,2023,241,1,1
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 70.64 kv.m., 111937 €
Malinova Dolina, Sofia",111937EUR,2,71,Tuhla,2023,241,1,1
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 76.35 kv.m., 124814 €
Malinova Dolina, Sofia",124814EUR,2,76,Tuhla,2023,241,1,1
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 67.1 kv.m., 111042 €
Malinova Dolina, Sofia",111042EUR,2,67,Tuhla,2023,241,1,1
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",259500EUR,3,131,Tuhla,n/a,241,1,1
Vitosa,"Tristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",259500EUR,3,131,Tuhla,n/a,241,1,1
Vitosa,"Tristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",237000EUR,3,120,Tuhla,n/a,241,1,1
Kr_stova Vada,"Tristaen apartament v Kr_stova vada
Kr_stova Vada, Sofia",237000EUR,3,120,Tuhla,n/a,241,1,1
Vitosa,"Dvustaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",150000EUR,2,82,Tuhla,n/a,241,1,1
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",150000EUR,2,82,Tuhla,n/a,241,1,1
Lulin 2,"Ednostaen apartament v Lulin 2 s AKT 14!!!
Lulin 2, Sofia",66990EUR,0,42,Tuhla,n/a,241,1,1
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",258030EUR,3,143,Tuhla,n/a,242,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",256480EUR,3,134,Tuhla,n/a,242,0,0
Kr_stova Vada,"Ednostaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",94790EUR,0,57,Tuhla,n/a,242,0,1
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",227670EUR,3,126,Tuhla,n/a,242,0,1
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",127670EUR,2,74,Tuhla,n/a,242,0,1
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",212490EUR,3,127,Tuhla,n/a,242,0,1
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",124740EUR,2,71,Tuhla,n/a,242,0,1
Kr_stova Vada,"Ednostaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",61570EUR,0,36,Tuhla,n/a,242,0,1
Vitosa,"Prostoren i svet_l apartament s 3 spalni v kv. Vitosa
 Vitosa, Sofia",302000EUR,4,150.62,Tuhla,2005,242,0,1
Oborise,"Mnogostaen, Sofia, Oborise, 185 kv.m., 468600 €
Oborise, Sofia",468600EUR,4,185,Tuhla,n/a,242,0,1
Oborise,"Mnogostaen, Sofia, Oborise, 170 kv.m., 508200 €
Oborise, Sofia",508200EUR,4,170,Tuhla,n/a,242,0,1
Oborise,"3-staen, Sofia, Oborise, 153 kv.m., 389400 €
Oborise, Sofia",389400EUR,3,153,Tuhla,n/a,242,0,1
Oborise,"Mnogostaen, Sofia, Oborise, 191 kv.m., 462000 €
Oborise, Sofia",462000EUR,4,191,Tuhla,n/a,242,0,1
Oborise,"3-staen, Sofia, Oborise, 146 kv.m., 349800 €
Oborise, Sofia",349800EUR,3,146,Tuhla,n/a,242,0,1
Ovca Kupel,"3-staen, Sofia, Ovca kupel, 81 kv.m., 170000 €
Ovca Kupel, Sofia",170000EUR,3,81,Tuhla,n/a,242,0,1
Poduane,"Prodajba 3-staen gr. Sofia - Poduane 110m²
Poduane, Sofia",230000EUR,2,110,Tuhla,n/a,242,0,1
Ovca Kupel 1,"tristaen apartament s gledka k_m park Kukurak v kv. Ovca kupel
 Ovca Kupel 1, Sofia",196632EUR,3,113,Tuhla,2023,242,0,1
Ovca Kupel 1,"tristaen apartament v luksozna sgrada do metro v kv. Ovca kupel
 Ovca Kupel 1, Sofia",187774EUR,3,111,Tuhla,2023,242,0,1
Ovca Kupel 1,"tristaen apartament v prozes na stroej do metrostanzia Mizia
 Ovca Kupel 1, Sofia",187673EUR,3,111,Tuhla,2023,242,0,1
Ovca Kupel 1,"ednostaen investizionen imot do metro do NBU
 Ovca Kupel 1, Sofia",63750EUR,0,37,Tuhla,2023,242,0,1
Ovca Kupel 1,"mnogostaen luksozen apartament na posleden etaj do metrostanzia Mizia
 Ovca Kupel 1, Sofia",326485EUR,4,197,Tuhla,2023,242,0,1
Ovca Kupel 1,"3-staen v sgrada na izkop do metrostanzia Mizia
 Ovca Kupel 1, Sofia",188950EUR,3,112,Tuhla,2023,242,0,1
Ovca Kupel 1,"1-staen v stroej do metrostanzia Mizia
 Ovca Kupel 1, Sofia",88906EUR,0,52,Tuhla,2023,242,0,1
Kr_stova Vada,"dvustaen do kluc s izgled k_m ujen park
 Kr_stova Vada, Sofia",132300EUR,2,72,Tuhla,2023,242,0,1
Kr_stova Vada,"dvustaen ujen zav_rsen do kluc v kv. Kr_stova vada
 Kr_stova Vada, Sofia",168800EUR,2,93,Tuhla,2023,242,0,1
Manastirski Livadi,"Dvustaen apartament - Manastirski Livadi, Sofia
Manastirski Livadi, Sofia",188000EUR,2,75,Tuhla,2020,242,0,1
B_kston,"B_kston - neprehoden dvustaen panel
B_kston, Sofia",115000EUR,2,64,Panel,1980,242,0,1
Malinova Dolina,"Tristaen Apartament v Malinova Dolina! S AKT 16!
Malinova Dolina, Sofia",185000EUR,3,98,Tuhla,2021,243,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada
Kr_stova Vada, Sofia",194400EUR,3,104,Tuhla,n/a,243,0,0
Kr_stova Vada,"Dvustaen apartament v Kr_stova vada
Kr_stova Vada, Sofia",125900EUR,2,67,Tuhla,n/a,243,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 16!!!
Kr_stova Vada, Sofia",272590EUR,3,111,Tuhla,n/a,243,0,0
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 16!!!
Kr_stova Vada, Sofia",562620EUR,4,194,Tuhla,n/a,243,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",221500EUR,3,116,Tuhla,n/a,243,0,0
Vitosa,"Tristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",221500EUR,3,116,Tuhla,n/a,243,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova Vada s AKT 14!!!
Kr_stova Vada, Sofia",216000EUR,3,116,Tuhla,n/a,243,0,0
Vitosa,"Tristaen apartament v_v Vitosa s AKT 14!!!
Vitosa, Sofia",259500EUR,3,130,Tuhla,n/a,243,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",259500EUR,3,130,Tuhla,n/a,243,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",231000EUR,3,120,Tuhla,n/a,243,0,0
Lozenez,"Mnogostaen apartament v Lozenez s AKT 15!!!
Lozenez, Sofia",1058400,4,413,Tuhla,n/a,243,0,1
Kr_stova Vada,"Mnogostaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",1058400,4,413,Tuhla,n/a,243,0,1
Kr_stova Vada,"Cetiristaen apartament v Kr_stova Vada s AKT 15!!!
Kr_stova Vada, Sofia",426000EUR,4,156,Tuhla,n/a,243,0,1
Malinova Dolina,"2-staen apartament v kompleks novo stroitelstvo v kv. Malinova dolina
 Malinova Dolina, Sofia",93130EUR,2,67,Tuhla,2024,243,0,1
D_rveniza,"Dvustaen apartament 75 kv.m Tuhla 2023 g. 5 etaj Neposleden
D_rveniza, Sofia",139999EUR,2,75,Tuhla,2023,243,0,1
Vr_bniza 2,"Prodava se nov dvustaen apartament do metrostanzia Beli Dunav
Vr_bniza 2, Sofia",106000EUR,2,66,Tuhla,2022,243,0,1
Hadji Dimit_r,"Prodava apartament v blizost do Fantastiko
Hadji Dimit_r, Sofia",98000EUR,2,68,Panel,1966,243,0,1
Mladost 1,"Prodava apartament do Okr_jna bolniza
Mladost 1, Sofia",109800EUR,2,59,EPK/PK,1970,243,0,1
Kr_stova Vada,"Mnogostaen ap. za prodajba v Kr_stova Vada
Kr_stova Vada, Sofia",780000EUR,4,343,Tuhla,2021,244,0,0
Zent_r,"Novo jilise do metrostanzia L_vov most i v_zlovi bulevardi
 Zent_r, Sofia",163262EUR,2,69.01,Tuhla,2023,244,0,0
D_rveniza,"3-staen, Sofia, D_rveniza, 88.41 kv.m., 150000 €
D_rveniza, Sofia",150000EUR,3,88,Panel,n/a,244,0,0
Dragalevzi,"2-staen, Sofia, Dragalevzi, 82 kv.m., 175548 €
Dragalevzi, Sofia",175548EUR,2,82,Tuhla,n/a,244,0,0
Ovca Kupel,"Dvustaen apartament
Ovca Kupel, Sofia",105000EUR,2,62,Tuhla,2020,244,0,0
Krasna Polana,"Tristaen ap. za prodajba v Krasna Polana
Krasna Polana, Sofia",117000EUR,3,84,Panel,1980,244,0,0
Lozenez,"Mnogostaen apartament v Lozenez s AKT 15!!!
Lozenez, Sofia",657400EUR,4,258,Tuhla,n/a,244,0,1
Kr_stova Vada,"Mnogostaen apartament v Kr_stova Vada s AKT 15!!!
Kr_stova Vada, Sofia",657400EUR,4,258,Tuhla,n/a,244,0,1
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",336900EUR,4,156,Tuhla,n/a,244,0,1
Lozenez,"Tristaen apartament v Kr_stova vada s AKT 15!!!
Lozenez, Sofia",353300EUR,3,130,Tuhla,n/a,244,0,1
Kr_stova Vada,"Cetiristaen apartament v Kr_stova vada s AKT 15!!!
Kr_stova Vada, Sofia",879360EUR,4,180,Tuhla,n/a,244,0,1
Malinova Dolina,"Cetiristaen apartament s prekrasen dvor
Malinova Dolina, Sofia",229000EUR,4,135,Tuhla,2025,244,0,1
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",129900EUR,3,101,Tuhla,2025,244,0,1
Malinova Dolina,"Tristaen apartament
Malinova Dolina, Sofia",129900EUR,3,101,Tuhla,2025,244,0,1
Manastirski Livadi,"Prostoren tristaen apartament s garaj v kv. Manastirski livadi
Manastirski Livadi, Sofia",192000EUR,3,107,Tuhla,2023,244,0,1
Hladilnika,"Tristaen apartament v kv. Hladilnika, gr. Sofia
Hladilnika, Sofia",259500EUR,3,130,Tuhla,2024,244,0,1
Hladilnika,"Mnogostaen apartament v kv. Hladilnika, gr. Sofia
Hladilnika, Sofia",302000EUR,4,163,Tuhla,2024,244,0,1
Hladilnika,"Tristaen apartament v kv. Hladilnika
Hladilnika, Sofia",207500EUR,3,113,Tuhla,2024,244,0,1
Hladilnika,"Tristaen apartament v kv. Hladilnika, gr. Sofia
Hladilnika, Sofia",235500EUR,3,127,Tuhla,2024,244,0,1
Hladilnika,"Tristaen apartament v kv. Hladilnika, Sofia
Hladilnika, Sofia",231000EUR,3,119,Tuhla,2024,244,0,1
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 66 kv.m., 128000 €
Malinova Dolina, Sofia",128000EUR,2,66,Tuhla,2023,244,0,1
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 123 kv.m., 177200 €
Malinova Dolina, Sofia",177200EUR,3,123,Tuhla,2023,244,0,1
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 112 kv.m., 172480 €
Malinova Dolina, Sofia",172480EUR,3,112,Tuhla,2023,244,0,1
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 120 kv.m., 184800 €
Malinova Dolina, Sofia",184800EUR,3,120,Tuhla,2023,244,0,1
Mladost 4,"Mnogostaen, Sofia, Mladost 4, 154 kv.m., 277900 €
Mladost 4, Sofia",277900EUR,4,154,Tuhla,n/a,244,0,1
Oborise,"Mnogostaen, Sofia, Oborise, 178 kv.m., 501600 €
Oborise, Sofia",501600EUR,4,178,Tuhla,n/a,244,0,1
Oborise,"3-staen, Sofia, Oborise, 139 kv.m., 422400 €
Oborise, Sofia",422400EUR,3,139,Tuhla,n/a,245,0,0
Oborise,"3-staen, Sofia, Oborise, 143 kv.m., 409200 €
Oborise, Sofia",409200EUR,3,143,Tuhla,n/a,245,0,0
Oborise,"Mnogostaen, Sofia, Oborise, 173 kv.m., 475200 €
Oborise, Sofia",475200EUR,4,173,Tuhla,n/a,245,0,0
Oborise,"3-staen, Sofia, Oborise, 146 kv.m., 402600 €
Oborise, Sofia",402600EUR,3,146,Tuhla,n/a,245,0,0
Oborise,"Mnogostaen, Sofia, Oborise, 176 kv.m., 448800 €
Oborise, Sofia",448800EUR,4,176,Tuhla,n/a,245,0,0
Suhata reka,"2-staen, Sofia, Suha reka, 76.46 kv.m., 137628 €
Suhata reka, Sofia",137628EUR,2,76,Tuhla,n/a,245,0,0
Suhata reka,"2-staen, Sofia, Suha reka, 76.96 kv.m., 138528 €
Suhata reka, Sofia",138528EUR,2,77,Tuhla,n/a,245,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 105 kv.m., 190300 €
Mladost 4, Sofia",190300EUR,3,105,Tuhla,n/a,245,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 131.1 kv.m., 186302 €
Manastirski Livadi, Sofia",186302EUR,3,131,Tuhla,n/a,245,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 116.89 kv.m., 175335 €
Manastirski Livadi, Sofia",175335EUR,3,117,Tuhla,n/a,245,0,0
Kr_stova Vada,"Tristaen apartament v Kr_stova vada s AKT 14!!!
Kr_stova Vada, Sofia",265500EUR,3,140,Tuhla,n/a,245,0,0
Gorna Bana,"Tristaen apartament v Gorna Bana
Gorna Bana, Sofia",209000EUR,3,150,Tuhla,n/a,245,0,0
Gorna Bana,"Tristaen apartament v Gorna Bana
Gorna Bana, Sofia",178000EUR,3,132,Tuhla,n/a,245,0,0
Gorna Bana,"Dvustaen apartament v Gorna Bana
Gorna Bana, Sofia",120000EUR,2,68,Tuhla,n/a,245,0,0
Zent_r,"Unikalen cetiristaen apartament v naj-ekskluzivnata 23 etajna sgrada - Milenium Zent_r
Zent_r, Sofia",740000EUR,4,240,Tuhla,2022,245,0,0
Drujba 2,"tristaen apartament v Drujba 2 s panoramni gledki
 Drujba 2, Sofia",182400EUR,3,107,Tuhla,2022,245,0,0
Drujba 2,"tristaen apartament v Drujba 2 s ugoiztocno izlojenie
 Drujba 2, Sofia",174840EUR,3,99,Tuhla,2022,245,0,0
Drujba 2,"tristaen apartament do metrostanzia Drujba s ugoiztocno izlojenie
 Drujba 2, Sofia",174000EUR,3,106,Tuhla,2022,245,0,0
Drujba 1,"Tristaen v Drujba 1 v nova sgrada s Akt 16 do april 2024 g.
 Drujba 1, Sofia",137331EUR,3,95,Tuhla,2024,245,0,0
Drujba 1,"Tristaen v Drujba 1 v nova sgrada s Akt 16 do april 2024 g.
 Drujba 1, Sofia",176108EUR,3,124,Tuhla,2024,245,0,0
Drujba 1,"Prodava apartament do metrostanzia Isk_rsko sose
Drujba 1, Sofia",99000EUR,2,62,Panel,1975,245,0,1
Lulin 10,"Lulin 10 dvustaen, sprano parno, Topla voda na TEZ
Lulin 10, Sofia",105000EUR,2,65,Panel,1987,245,0,1
Hipodruma,"Hipodruma tristaen nov
Hipodruma, Sofia",225000EUR,3,111,Tuhla,2021,245,0,1
Tolstoj,"Dvustaen apartament Sveta Troiza
Tolstoj, Sofia",120000EUR,2,56,EPK/PK,1986,245,0,1
