price_sq,panel,brick,LAF,presoc,soc,postsoc,center,mid,suburban,rural,kinder_garden,metro_station,rooms
1725.806452,0,1,0,0,0,1,0,0,1,0,0,0,2
1749.875,1,0,0,0,1,0,1,0,0,0,0,0,3
1225,0,1,0,0,0,1,1,0,0,0,0,0,2
1920,0,1,0,0,0,1,0,0,0,1,0,0,3
2255.319149,0,1,0,0,0,1,0,0,0,1,0,0,3
3112.299465,0,1,0,0,0,1,0,0,1,0,0,0,4
3428.571429,0,1,0,0,0,1,1,0,0,0,0,0,1
2333.333333,1,0,0,0,1,0,0,1,0,0,0,0,1
2200,0,1,0,0,0,1,0,0,1,0,0,0,2
1243.243243,0,1,0,0,0,1,0,0,1,0,0,0,3
1564.285714,0,1,0,0,0,1,0,0,1,0,0,0,2
1750,0,1,0,0,0,1,0,1,0,0,0,0,2
1666.751825,0,1,0,0,0,1,0,1,0,0,0,0,3
1796.853333,0,1,0,0,0,1,0,0,1,0,0,0,2
1817.391304,0,1,0,0,0,1,0,0,1,0,0,0,3
1395.092105,0,1,0,0,0,1,0,0,1,0,0,0,2
1454.545455,0,1,0,0,0,1,0,1,0,0,0,0,3
1550,0,1,0,0,0,1,0,1,0,0,0,0,3
1108.108108,1,0,0,0,1,0,0,0,0,1,0,0,2
2333.333333,1,0,0,0,1,0,0,1,0,0,0,0,1
5755.555556,0,1,0,1,0,0,1,0,0,0,0,0,3
1857.142857,0,1,0,0,0,1,1,0,0,0,0,0,2
2794.871795,0,1,0,0,0,1,0,1,0,0,1,1,3
2328.125,1,0,0,0,1,0,0,1,0,0,0,0,2
1428.428571,1,0,0,0,1,0,0,1,0,0,0,1,2
1527.777778,0,1,0,0,0,1,0,0,1,0,0,1,2
2318.181818,0,1,0,0,1,0,1,0,0,0,0,1,4
2111.111111,1,0,0,0,1,0,1,0,0,0,0,1,1
1876.216374,0,1,0,0,0,1,0,0,1,0,0,1,4
1457.446809,0,1,0,0,0,1,0,0,0,1,0,1,2
1882.352941,0,1,0,0,0,1,0,0,1,0,0,1,2
1386.734694,0,0,1,0,1,0,0,1,0,0,0,1,3
2000,0,1,0,0,0,1,0,0,1,0,0,1,2
2428.571429,0,1,0,0,0,1,1,0,0,0,0,1,2
1416.666667,1,0,0,0,1,0,0,0,1,0,0,1,2
1716.41791,0,1,0,0,0,1,0,0,1,0,0,1,3
2990,0,1,0,0,0,1,0,0,1,0,0,1,3
679.704918,0,1,0,0,0,1,0,0,1,0,0,1,2
1309.278351,0,0,1,0,1,0,0,0,1,0,0,1,3
1970,0,1,0,0,0,1,0,0,1,0,0,1,3
1493.670886,0,1,0,0,0,1,0,0,1,0,0,1,2
1651.151163,0,1,0,0,0,1,0,0,0,1,0,1,3
1681.318681,0,1,0,0,0,1,0,0,1,0,0,1,3
1585.733333,1,0,0,0,1,0,0,1,0,0,0,1,2
1290.892308,0,1,0,0,0,1,0,0,1,0,0,1,3
1757.281553,0,0,1,0,1,0,0,0,1,0,0,1,3
2040.806122,0,0,1,0,0,1,0,0,1,0,0,0,3
1435.322581,0,1,0,0,0,1,0,1,0,0,0,0,2
1849.548673,0,1,0,0,0,1,0,1,0,0,0,0,3
2098.757576,0,1,0,0,0,1,0,0,1,0,0,0,3
1349.487179,0,1,0,0,0,1,0,0,1,0,0,0,2
2277.777778,0,1,0,0,0,1,0,1,0,0,0,0,4
2822.580645,0,1,0,0,0,1,0,1,0,0,0,0,2
2000,0,1,0,0,0,1,0,0,1,0,0,0,2
2666.666667,0,1,0,0,1,0,0,0,1,0,0,0,1
3125,0,1,0,0,1,0,0,1,0,0,0,0,3
2993.150685,0,1,0,0,0,1,0,0,0,1,0,0,2
2769.230769,1,0,0,0,1,0,0,1,0,0,0,0,2
2571.428571,0,1,0,0,1,0,0,1,0,0,0,0,3
1879.471429,0,1,0,0,0,1,0,0,1,0,0,0,3
1637.704918,1,0,0,0,1,0,0,1,0,0,0,1,2
2350,0,1,0,0,0,1,0,0,1,0,0,1,1
2613.636364,0,1,0,0,0,1,0,0,1,0,0,1,3
2321.428571,0,1,0,0,0,1,0,0,1,0,0,1,1
3617.647059,0,1,0,0,0,1,0,0,1,0,0,1,3
1715.254237,0,1,0,0,0,1,0,0,1,0,1,0,2
1362.626263,0,0,1,0,1,0,0,1,0,0,1,0,3
1987.179487,1,0,0,0,1,0,0,0,1,0,1,0,3
1775.555556,0,1,0,0,1,0,0,0,1,0,1,0,2
2065.217391,1,0,0,0,1,0,0,0,1,0,1,0,1
1499.875,1,0,0,0,1,0,0,0,1,0,1,0,3
1834.862385,0,1,0,0,0,1,0,1,0,0,1,0,3
1543.298969,0,1,0,0,0,1,0,0,1,0,1,0,2
2008.77193,0,1,0,0,0,1,0,0,1,0,1,0,3
1522.857143,0,1,0,0,0,1,0,1,0,0,1,0,4
1616.666667,1,0,0,0,1,0,0,1,0,0,1,1,2
2354.545455,0,1,0,0,1,0,0,1,0,0,1,1,4
1791.044776,0,1,0,0,0,1,0,0,1,0,1,1,2
1727.272727,1,0,0,0,1,0,0,0,1,0,1,1,2
1636.363636,0,1,0,0,0,1,1,0,0,0,1,1,3
1627.906977,0,1,0,0,0,1,0,0,1,0,1,1,3
1638.445783,0,1,0,0,0,1,0,0,1,0,0,0,2
1320,0,0,1,0,1,0,0,0,1,0,0,0,3
1747.126437,1,0,0,0,1,0,0,0,1,0,0,0,3
2063.492063,0,1,0,0,0,1,0,0,1,0,0,1,2
1710,0,1,0,0,0,1,0,0,1,0,0,1,2
1705.882353,0,1,0,0,0,1,0,0,1,0,0,1,3
1700,0,1,0,0,0,1,0,0,1,0,0,1,3
1690.140845,0,1,0,0,0,1,0,0,1,0,0,1,2
1859.504132,0,1,0,0,0,1,0,0,1,0,0,1,3
1376.537313,0,1,0,0,0,1,0,0,1,0,0,1,2
828.1451613,0,1,0,0,0,1,0,0,1,0,0,1,3
1973.684211,1,0,0,0,1,0,0,0,1,0,0,1,3
2879.661017,0,1,0,0,1,0,1,0,0,0,0,1,2
3038.461538,0,1,0,0,1,0,0,1,0,0,0,1,2
2666.666667,0,1,0,1,0,0,0,1,0,0,0,1,3
1294.117647,0,1,0,0,0,1,0,0,1,0,0,1,4
2416.666667,1,0,0,0,1,0,0,1,0,0,0,1,2
3888.888889,0,1,0,1,0,0,1,0,0,0,0,1,3
2199.974493,0,1,0,0,0,1,0,0,1,0,0,1,2
2200,0,1,0,0,0,1,0,0,1,0,0,1,4
2099.964016,0,1,0,0,0,1,0,0,1,0,0,1,3
1833.333333,0,0,1,0,0,1,1,0,0,0,1,1,2
2102.040816,0,1,0,0,0,1,0,0,1,0,1,1,4
1818.75,1,0,0,0,1,0,0,0,1,0,1,1,4
1818.75,1,0,0,0,1,0,0,0,1,0,1,1,3
3034.367816,0,1,0,0,1,0,0,1,0,0,1,1,3
1318.181818,1,0,0,0,1,0,0,1,0,0,0,0,2
2416.666667,1,0,0,0,1,0,0,1,0,0,0,0,1
2333.333333,0,1,0,0,0,1,0,0,1,0,1,0,3
2539.671429,0,1,0,0,0,1,0,1,0,0,1,0,3
1931.034483,0,1,0,0,0,1,0,0,1,0,1,0,3
1920,0,1,0,0,0,1,0,0,1,0,1,0,3
1700,1,0,0,0,1,0,0,1,0,0,1,0,2
1111.111111,0,1,0,0,0,1,1,0,0,0,1,0,2
1093.75,0,1,0,0,0,1,1,0,0,0,1,0,2
1578.947368,0,1,0,0,0,1,1,0,0,0,1,0,1
2303.571429,0,1,0,0,0,1,0,0,1,0,1,0,2
2341.176471,0,1,0,0,0,1,0,0,1,0,1,0,2
1479.591837,1,0,0,0,1,0,0,0,1,0,1,0,3
1465.425532,0,1,0,0,1,0,0,1,0,0,1,0,3
2383.076923,0,1,0,0,1,0,1,0,0,0,1,0,2
1695.97561,0,1,0,0,0,1,0,0,1,0,1,0,2
1197.278912,0,1,0,0,0,1,0,0,1,0,1,0,3
1749.9875,0,1,0,0,0,1,0,0,1,0,1,0,2
1749.975,0,1,0,0,0,1,0,0,1,0,1,0,1
1749.975,0,1,0,0,0,1,0,0,1,0,1,0,1
1604.166667,0,0,1,0,1,0,0,1,0,0,1,0,2
1846.153846,0,1,0,0,0,1,0,0,1,0,1,0,2
1785.393258,0,1,0,0,0,1,0,1,0,0,1,0,3
2112.582781,0,1,0,0,0,1,0,0,1,0,1,0,4
1634.615385,0,1,0,0,0,1,0,0,1,0,1,0,1
1614.745098,0,1,0,0,0,1,1,0,0,0,1,0,1
2257.142857,0,1,0,0,1,0,1,0,0,0,0,0,2
2142.857143,0,1,0,0,0,1,0,0,0,1,0,0,4
1392.559463,0,1,0,0,0,1,0,0,1,0,0,0,2
1093.506998,0,1,0,0,0,1,0,0,1,0,0,0,4
1527.777778,0,1,0,0,0,1,0,0,1,0,0,1,2
1531.775701,0,1,0,0,0,1,0,0,1,0,0,1,3
1612.887097,0,1,0,0,0,1,0,0,1,0,0,1,2
1596.8,0,1,0,0,0,1,0,0,1,0,0,1,3
1805.555556,1,0,0,0,1,0,0,1,0,0,0,1,2
1710.526316,0,1,0,0,0,1,0,0,1,0,0,1,2
1236.55914,0,1,0,0,0,1,0,0,1,0,0,1,3
1969.69697,0,1,0,0,0,1,0,0,1,0,0,1,1
1805.555556,1,0,0,0,1,0,0,0,1,0,0,1,2
1292.309859,0,1,0,0,0,1,0,0,1,0,0,1,2
1777.777778,0,1,0,0,0,1,0,0,1,0,0,1,1
2073.170732,0,0,1,0,0,1,1,0,0,0,0,1,2
1666.650794,0,0,1,0,1,0,0,0,1,0,0,1,2
1692.307692,1,0,0,0,1,0,0,0,1,0,0,1,2
1500,0,1,0,0,0,1,0,0,0,1,0,1,3
1253.731343,0,1,0,0,0,1,0,0,1,0,0,1,3
2363.636364,0,1,0,0,0,1,1,0,0,0,0,1,2
1676.923077,0,0,1,0,1,0,0,0,1,0,0,0,2
1936.538462,1,0,0,0,1,0,0,0,1,0,0,0,2
1306.060606,0,1,0,0,0,1,0,0,1,0,0,1,2
1535.702381,0,1,0,0,0,1,0,0,1,0,0,1,3
1565.776316,0,1,0,0,0,1,0,0,1,0,0,1,2
1342.592593,0,1,0,0,0,1,0,1,0,0,0,1,4
1907.692308,0,1,0,0,0,1,0,0,1,0,0,1,2
980.3921569,0,1,0,0,0,1,0,0,1,0,0,1,1
1369.230769,0,1,0,0,0,1,0,0,1,0,0,1,2
2540.983607,0,1,0,0,0,1,0,1,0,0,0,1,2
2898.550725,0,1,0,1,0,0,1,0,0,0,0,1,4
1635.514019,0,1,0,0,0,1,0,0,1,0,0,1,3
1506.849315,0,1,0,0,0,1,0,0,1,0,0,1,2
1515.151515,0,1,0,0,0,1,0,0,1,0,0,1,2
3076.923077,0,1,0,0,0,1,1,0,0,0,0,1,3
1415.09434,0,1,0,0,0,1,1,0,0,0,0,1,3
2321.428571,1,0,0,0,1,0,0,1,0,0,0,0,2
1714.285714,0,1,0,0,1,0,0,1,0,0,0,0,3
1600,0,1,0,0,0,1,0,0,0,1,0,0,3
2312.5,0,1,0,0,0,1,0,1,0,0,0,1,2
2674.157303,0,1,0,0,0,1,0,0,1,0,0,1,3
2674.157303,0,1,0,0,0,1,0,0,1,0,0,1,3
1379.224138,0,1,0,0,0,1,0,0,0,1,0,1,2
1746.86747,0,1,0,0,0,1,0,0,1,0,0,1,2
2674.418605,0,1,0,0,0,1,0,0,1,0,0,1,4
1447.926108,0,1,0,0,0,1,0,1,0,0,0,1,4
2160.15625,0,1,0,0,0,1,0,0,1,0,0,1,3
2203.846154,0,1,0,0,0,1,0,0,1,0,0,1,3
2137.536364,0,1,0,0,0,1,0,0,1,0,0,1,3
2916.666667,0,1,0,0,0,1,1,0,0,0,0,1,3
1725.663717,0,1,0,0,0,1,0,0,1,0,0,1,3
1554.621849,0,1,0,0,0,1,0,0,1,0,0,1,3
1846.132075,0,1,0,0,0,1,0,0,1,0,0,1,3
1294.459016,0,1,0,0,0,1,0,1,0,0,0,1,3
1693.333333,0,1,0,0,0,1,0,0,1,0,0,1,3
1719.711538,0,1,0,0,0,1,0,0,1,0,0,1,3
1753.510638,0,1,0,0,0,1,0,0,1,0,0,0,3
1352.621359,0,1,0,0,0,1,0,0,1,0,0,0,3
1776.315789,0,1,0,0,0,1,0,0,1,0,0,0,2
1608.032787,0,1,0,0,0,1,0,0,1,0,0,0,2
1721.09375,0,1,0,0,0,1,0,0,0,1,0,0,2
1833.333333,0,1,0,0,0,1,0,0,1,0,0,0,2
1720.906977,0,1,0,0,0,1,0,0,0,1,0,1,1
1512.396694,0,1,0,0,0,1,0,0,1,0,0,1,3
1726.027397,0,1,0,0,0,1,0,0,1,0,0,1,3
1793.877551,0,1,0,0,0,1,0,0,1,0,0,1,3
1687.5,0,1,0,0,1,0,0,1,0,0,0,1,3
2571.428571,0,1,0,0,1,0,0,1,0,0,0,1,3
1815.053763,0,1,0,0,0,1,0,0,1,0,0,1,3
1499.830508,0,1,0,0,0,1,0,0,1,0,0,1,2
1397.260274,0,1,0,0,0,1,0,0,1,0,0,1,2
1674.528302,0,1,0,0,0,1,0,1,0,0,0,1,4
1095,0,1,0,0,0,1,0,0,1,0,0,1,2
1404.494382,0,1,0,0,0,1,0,0,1,0,0,1,2
2278.106509,0,1,0,0,0,1,0,0,1,0,0,1,4
1672.475,0,1,0,0,0,1,0,0,1,0,0,1,1
1427.184466,0,1,0,0,0,1,0,0,1,0,0,1,3
1125,0,1,0,0,0,1,0,0,1,0,0,1,2
1250,0,1,0,0,0,1,0,0,1,0,0,1,2
1850,1,0,0,0,1,0,0,1,0,0,0,1,1
2398.373984,0,1,0,0,0,1,0,0,1,0,0,1,3
1625,0,1,0,0,0,1,0,1,0,0,0,1,3
3296.703297,0,1,0,0,1,0,1,0,0,0,0,1,3
2230.769231,0,1,0,0,0,1,0,0,1,0,0,1,2
1910.447761,1,0,0,0,1,0,0,0,1,0,0,1,2
2106.818182,1,0,0,0,1,0,0,1,0,0,0,1,1
1639.705882,1,0,0,0,1,0,0,1,0,0,0,1,2
1904.761905,0,0,1,0,1,0,0,0,1,0,0,1,2
1404.081633,0,1,0,0,0,1,0,0,1,0,0,1,3
1555.555556,0,1,0,0,0,1,0,0,0,1,0,1,3
1148.648649,1,0,0,0,1,0,0,1,0,0,0,1,2
1851.851852,0,1,0,0,0,1,0,0,1,0,0,1,2
2948.717949,0,1,0,0,0,1,0,0,1,0,1,1,1
1447.058824,1,0,0,0,1,0,0,0,1,0,1,1,3
2037.037037,1,0,0,0,1,0,0,1,0,0,1,1,2
2727.272727,0,1,0,0,0,1,0,1,0,0,1,1,3
1286.486486,0,1,0,0,0,1,0,0,1,0,1,1,3
4009.803922,0,1,0,0,0,1,0,1,0,0,0,0,3
2195.121951,0,0,1,0,0,1,1,0,0,0,0,0,2
1492.129032,0,1,0,0,0,1,0,0,1,0,0,0,3
1496.212121,0,1,0,0,0,1,0,0,1,0,0,0,3
1794.117647,1,0,0,0,1,0,0,0,1,0,0,0,2
1360.097561,0,1,0,0,0,1,0,0,1,0,0,0,3
1386.361111,0,1,0,0,0,1,0,0,1,0,0,0,2
1374.642202,0,1,0,0,0,1,0,0,1,0,0,0,3
1374.849558,0,1,0,0,0,1,0,0,1,0,0,0,3
1656.55914,0,1,0,0,0,1,0,0,0,1,0,0,3
2142.857143,1,0,0,0,1,0,0,1,0,0,0,0,3
2000,0,1,0,0,0,1,0,0,1,0,0,0,3
1549.36,0,1,0,0,0,1,0,0,1,0,1,0,2
1504.864198,0,1,0,0,0,1,0,0,1,0,1,0,2
1554.254545,0,1,0,0,0,1,0,0,1,0,1,0,3
1527.4,0,1,0,0,0,1,0,0,1,0,1,0,2
1487.518519,0,1,0,0,0,1,0,0,1,0,1,0,3
1784.96875,0,1,0,0,0,1,0,0,1,0,1,0,2
1554.763636,0,1,0,0,0,1,0,0,1,0,1,0,3
1554.763636,0,1,0,0,0,1,0,0,1,0,1,0,3
1441.647059,0,1,0,0,0,1,0,0,1,0,1,0,2
1535.898551,0,1,0,0,0,1,0,0,1,0,1,0,2
2716.014493,0,1,0,0,0,1,0,0,1,0,1,0,2
1397.058824,0,1,0,0,0,1,0,0,1,0,1,0,2
1408.666667,0,1,0,0,0,1,0,0,1,0,1,0,3
1521.73913,0,1,0,0,0,1,0,0,1,0,1,0,2
1301.720588,0,1,0,0,0,1,0,0,1,0,1,0,2
1302.521008,0,1,0,0,0,1,0,0,1,0,0,0,3
3178.581808,0,1,0,0,0,1,0,1,0,0,0,0,2
1450.865643,0,1,0,0,0,1,0,0,1,0,0,0,3
1429.063361,0,1,0,0,0,1,0,1,0,0,0,0,1
1285.761343,0,1,0,0,0,1,0,0,1,0,0,0,2
2266.666667,0,1,0,0,1,0,0,0,1,0,0,0,3
416.6666667,0,1,0,0,0,1,1,0,0,0,0,0,2
1953.125,0,0,1,0,1,0,0,1,0,0,0,0,2
1366.205882,0,1,0,0,0,1,0,0,1,0,0,0,2
1443.661972,0,1,0,0,0,1,0,0,1,0,0,0,3
1576.388889,0,1,0,0,0,1,0,0,1,0,0,0,2
1185.185185,0,1,0,0,0,1,0,0,1,0,0,0,3
1273.381295,0,1,0,0,0,1,0,0,1,0,0,0,3
1620,1,0,0,0,1,0,0,1,0,0,0,0,2
1492.307692,1,0,0,0,1,0,1,0,0,0,0,1,2
1881.132075,0,1,0,0,0,1,0,1,0,0,0,1,3
1086.697248,0,1,0,0,0,1,0,0,1,0,0,1,3
1177.419355,0,0,1,0,1,0,0,0,1,0,0,1,2
1883.018868,0,1,0,0,0,1,0,1,0,0,0,1,3
2427.272727,0,1,0,0,0,1,1,0,0,0,0,1,3
1511.111111,1,0,0,0,1,0,0,0,1,0,0,1,2
1538.461538,1,0,0,0,1,0,0,1,0,0,0,1,2
2194.029851,0,1,0,0,0,1,0,0,1,0,0,0,2
2051.724138,0,1,0,0,0,1,1,0,0,0,0,0,2
1626.760563,0,1,0,0,0,1,0,0,1,0,0,1,2
750.5882353,0,1,0,0,0,1,0,0,1,0,0,1,2
1072.606061,0,1,0,0,0,1,0,0,1,0,0,1,3
1491.064815,0,1,0,0,0,1,0,0,1,0,0,1,3
1451.476563,0,1,0,0,0,1,0,0,1,0,0,1,4
1460.363636,0,1,0,0,0,1,0,0,1,0,0,1,2
1543.27027,0,1,0,0,0,1,0,0,1,0,0,1,2
1666.55814,0,1,0,0,0,1,0,0,1,0,0,1,1
1439.252336,0,1,0,0,0,1,0,0,1,0,0,1,3
1456.925373,0,1,0,0,0,1,0,0,1,0,0,1,2
1459.666667,0,1,0,0,0,1,0,0,1,0,0,1,2
1625,0,1,0,0,0,1,0,0,1,0,0,1,2
1907.634921,0,1,0,0,0,1,0,0,1,0,0,1,2
1900.223404,0,1,0,0,0,1,0,0,1,0,0,1,3
2271.428571,1,0,0,0,1,0,0,1,0,0,0,1,2
1446.551724,0,1,0,0,0,1,0,1,0,0,0,1,2
2905.405405,0,1,0,0,1,0,1,0,0,0,0,1,3
1373.301864,0,1,0,0,0,1,0,0,1,0,0,1,3
1287.567399,0,1,0,0,0,1,0,0,1,0,0,1,3
1642.857143,1,0,0,0,1,0,0,0,1,0,0,1,2
2287.356322,0,1,0,0,0,1,0,1,0,0,0,0,2
1622.95082,0,1,0,0,0,1,0,0,1,0,0,0,2
1549.668874,0,1,0,0,1,0,0,1,0,0,0,0,4
1733.333333,1,0,0,0,1,0,0,1,0,0,0,0,1
1635.869565,0,1,0,0,0,1,0,1,0,0,0,0,3
1640.188679,0,1,0,0,0,1,0,1,0,0,0,0,3
1349.990787,0,1,0,0,0,1,0,0,1,0,0,0,2
1450.006858,0,1,0,0,0,1,0,0,0,1,0,0,2
1486.998112,0,1,0,0,0,1,1,0,0,0,0,0,2
1854.83871,0,1,0,0,0,1,0,0,1,0,0,1,3
2200,0,0,1,0,1,0,0,0,1,0,0,1,1
1888.866667,1,0,0,0,1,0,0,0,1,0,0,1,3
1800,0,1,0,0,0,1,0,0,0,1,0,1,4
1844.660194,0,1,0,0,0,1,0,0,0,1,0,0,3
1542.857143,0,1,0,0,0,1,0,0,1,0,0,0,2
1585.365854,0,1,0,0,0,1,0,0,1,0,0,0,3
1954.83871,0,1,0,0,0,1,0,0,1,0,0,0,4
1767.857143,0,1,0,0,0,1,0,0,1,0,0,0,2
1769.230769,0,1,0,0,0,1,0,0,1,0,0,0,3
1268.8,0,1,0,0,0,1,0,0,1,0,0,0,3
1489.440994,0,1,0,0,0,1,0,0,1,0,0,0,4
1300,0,1,0,0,0,1,0,0,1,0,0,0,3
1615.384615,1,0,0,0,1,0,0,0,1,0,0,0,2
2083.333333,0,1,0,0,0,1,0,0,1,0,0,0,3
2200,0,1,0,0,0,1,1,0,0,0,0,1,2
1600,0,1,0,0,0,1,0,0,1,0,0,1,2
1700,0,1,0,0,0,1,0,0,1,0,0,1,2
2181.818182,0,1,0,0,0,1,0,0,1,0,0,1,2
2095.505618,1,0,0,0,1,0,0,0,1,0,0,1,3
2179.6875,0,1,0,0,0,1,0,0,1,0,0,1,3
1708.333333,0,1,0,0,0,1,0,0,1,0,0,0,3
1234.782609,1,0,0,0,1,0,0,0,1,0,0,0,4
2492.647059,0,1,0,0,0,1,0,0,0,1,0,0,2
1400.425373,0,1,0,0,0,1,0,0,1,0,0,0,3
1400.207792,0,1,0,0,0,1,0,0,1,0,0,0,2
3500,0,1,0,1,0,0,1,0,0,0,0,1,4
2651.515152,1,0,0,0,1,0,0,1,0,0,0,1,2
1253.067797,0,1,0,0,0,1,0,1,0,0,0,1,3
1955.555556,0,1,0,0,0,1,0,0,1,0,0,1,2
1558.641975,0,1,0,0,0,1,0,0,1,0,0,1,4
2348.837209,0,1,0,0,0,1,1,0,0,0,0,1,3
2111.801242,0,1,0,0,0,1,0,0,1,0,0,1,4
2161.290323,0,1,0,0,0,1,0,0,1,0,0,1,4
2006.802721,0,1,0,0,0,1,0,0,1,0,0,1,4
2353.213675,0,1,0,0,0,1,1,0,0,0,0,1,3
1294.117647,0,1,0,1,0,0,1,0,0,0,0,1,3
2203.846154,0,1,0,0,0,1,0,0,1,0,0,1,3
2048.16092,0,1,0,0,1,0,0,1,0,0,0,1,3
1590.909091,1,0,0,0,1,0,0,0,1,0,0,1,2
2000,0,1,0,0,0,1,1,0,0,0,0,1,2
1766.060606,0,1,0,0,0,1,0,0,1,0,0,1,3
1627.160494,0,1,0,0,0,1,0,0,1,0,0,1,2
1692.307692,0,1,0,0,0,1,0,0,1,0,0,1,3
1698.630137,0,1,0,0,0,1,0,0,1,0,0,1,2
1580,0,1,0,0,0,1,0,0,1,0,0,1,2
2500,0,1,0,1,0,0,1,0,0,0,0,1,4
1800,0,1,0,0,0,1,0,0,1,0,0,1,3
1621.621622,1,0,0,0,1,0,0,0,1,0,0,1,2
2878.787879,0,1,0,0,0,1,0,1,0,0,0,0,4
1321.875,0,1,0,0,0,1,0,0,1,0,0,0,2
1380,0,1,0,0,0,1,0,0,1,0,0,1,2
1738.356164,0,1,0,0,0,1,0,0,1,0,0,1,2
2376.923077,0,1,0,0,1,0,1,0,0,0,0,1,2
1760,0,1,0,0,0,1,0,0,1,0,0,1,3
2019.211538,0,1,0,0,0,1,0,1,0,0,0,1,3
2452.054795,1,0,0,0,1,0,0,1,0,0,0,1,3
2150,0,0,1,0,1,0,0,0,1,0,0,1,3
1084.85567,0,1,0,0,0,1,0,0,1,0,0,1,3
1287.5,0,1,0,0,0,1,0,0,1,0,0,1,2
1664.615385,1,0,0,0,1,0,0,1,0,0,0,1,2
1311.311688,0,1,0,0,0,1,0,0,0,1,0,1,3
2000,0,1,0,0,0,1,0,0,1,0,0,1,3
3600,0,1,0,0,1,0,1,0,0,0,0,1,3
1554.918394,0,1,0,0,0,1,0,0,1,0,0,1,3
1552.421559,0,1,0,0,0,1,0,0,1,0,0,1,3
2476.190476,0,1,0,0,0,1,0,0,1,0,0,1,1
1379.310345,0,1,0,0,0,1,0,0,1,0,0,1,3
1569.634703,0,1,0,0,0,1,0,0,1,0,0,1,2
1150,0,1,0,0,0,1,0,0,1,0,0,1,1
1659.988633,0,1,0,0,0,1,0,0,1,0,0,1,1
1771.015269,0,1,0,0,0,1,0,0,1,0,0,1,1
2002.439024,0,1,0,0,0,1,0,0,1,0,0,0,2
1828.571429,0,1,0,0,0,1,0,0,1,0,0,0,2
1501.369863,0,1,0,0,0,1,0,0,1,0,0,1,2
2295.081967,0,0,1,0,1,0,0,0,1,0,1,1,2
1531.140351,0,1,0,0,0,1,0,0,1,0,1,1,3
1606.060606,0,1,0,0,0,1,0,0,1,0,1,1,1
1600,0,1,0,0,0,1,0,0,1,0,1,1,2
1169.512195,0,1,0,0,1,0,0,0,1,0,1,1,2
1606.060606,0,1,0,0,0,1,0,0,1,0,1,1,1
1537.5,1,0,0,0,1,0,0,1,0,0,1,1,2
3999.99,0,1,0,0,0,1,0,1,0,0,1,1,2
2500,1,0,0,0,1,0,0,0,1,0,1,1,2
1900,0,1,0,0,0,1,0,1,0,0,1,1,4
1948.235294,0,1,0,0,0,1,0,1,0,0,1,1,2
1920,0,1,0,0,0,1,0,1,0,0,1,1,4
1920,0,1,0,0,0,1,0,1,0,0,1,1,2
1938.77551,1,0,0,0,1,0,0,1,0,0,1,1,3
1985.815603,0,1,0,0,0,1,0,1,0,0,1,1,3
2108.433735,0,0,1,0,1,0,0,0,1,0,1,1,3
1757.281553,0,0,1,0,1,0,1,0,0,0,1,1,3
1781.927711,0,1,0,0,0,1,0,0,1,0,1,1,3
1552.796992,0,1,0,0,0,1,0,0,1,0,0,0,3
1548.551402,0,1,0,0,0,1,0,0,1,0,0,0,3
1442.842105,0,1,0,0,0,1,0,0,1,0,0,0,2
1280,0,1,0,0,1,0,0,0,1,0,0,0,4
2891.566265,0,1,0,0,1,0,0,1,0,0,0,0,2
1590.909091,1,0,0,0,1,0,0,0,1,0,0,0,2
1942.528736,1,0,0,0,1,0,0,0,1,0,0,0,3
1714.285714,0,1,0,0,0,1,0,0,1,0,0,0,3
1535.702381,0,1,0,0,0,1,0,0,1,0,0,0,2
1768.292683,0,0,1,0,1,0,0,0,1,0,0,0,3
1197.560976,0,1,0,0,0,1,0,0,1,0,0,0,2
1488.888889,0,0,1,0,1,0,0,1,0,0,0,0,3
2437.5,0,1,0,0,0,1,0,1,0,0,0,0,4
991.7355372,0,1,0,0,0,1,0,0,1,0,0,0,4
1354.368932,0,1,0,0,0,1,0,0,1,0,0,0,3
1995.744681,0,1,0,0,0,1,0,0,1,0,0,0,4
1798.615385,0,1,0,0,0,1,0,0,1,0,0,0,2
1492.307692,1,0,0,0,1,0,0,0,1,0,0,0,2
1835.294118,0,1,0,0,0,1,0,0,1,0,0,0,3
1766.86059,1,0,0,0,1,0,0,0,1,0,0,0,2
2293.442623,1,0,0,0,0,1,0,0,1,0,0,0,2
1508.837477,0,1,0,0,0,1,0,0,1,0,0,0,2
1451.489687,0,1,0,0,0,1,0,0,1,0,0,0,4
1347.468022,0,1,0,0,0,1,0,0,1,0,0,0,1
2328.125,0,1,0,0,0,1,0,1,0,0,0,0,2
2265.384615,0,1,0,0,0,1,0,1,0,0,0,0,3
1530.612245,0,1,0,0,0,1,0,0,1,0,0,0,3
1606.060606,0,1,0,0,0,1,0,0,1,0,0,0,1
1358.606742,0,1,0,0,0,1,0,1,0,0,0,0,3
1349.402778,0,1,0,0,0,1,0,0,1,0,0,0,2
2850,0,1,0,1,0,0,1,0,0,0,0,0,4
1446.3,0,1,0,0,0,1,0,0,1,0,0,0,2
1418.4,0,1,0,0,0,1,0,0,1,0,0,0,2
1311.575342,0,1,0,0,0,1,0,0,1,0,0,0,2
1348.478873,0,1,0,0,0,1,0,0,1,0,0,0,2
1458.426966,0,1,0,0,0,1,0,0,1,0,0,0,2
1355.472973,0,1,0,0,0,1,0,0,1,0,0,0,2
