price_sq,panel,brick,LAF,presoc,soc,postsoc,center,mid,suburban,rural,kinder_garden,metro_station,rooms
1857.023256,0,1,0,0,0,1,0,0,1,0,0,1,3
1856.560284,0,1,0,0,0,1,0,0,1,0,0,1,3
2173.469388,0,0,1,0,1,0,0,1,0,0,0,1,3
1511.111111,1,0,0,0,1,0,0,0,1,0,0,1,3
3857.142857,0,1,0,1,0,0,1,0,0,0,0,1,3
1220.930233,0,1,0,0,0,1,0,0,1,0,0,1,3
2739.130435,0,1,0,1,0,0,1,0,0,0,0,1,3
1910.294118,0,0,1,0,1,0,0,1,0,0,0,1,2
2079.545455,1,0,0,0,0,1,0,1,0,0,0,1,3
1715.254237,0,1,0,0,0,1,0,0,1,0,0,1,2
1500,0,0,1,0,1,0,0,0,1,0,0,1,2
1724.409449,0,1,0,0,0,1,0,0,1,0,0,1,3
2400,1,0,0,0,1,0,0,0,1,0,0,1,3
1351.386364,0,1,0,0,0,1,0,1,0,0,0,1,3
1873.68595,0,1,0,0,0,1,0,0,1,0,0,1,3
1806.396694,0,1,0,0,0,1,0,0,1,0,0,0,3
1407.741176,0,1,0,0,0,1,0,1,0,0,0,0,3
1402.8,0,1,0,0,0,1,0,1,0,0,0,0,4
1310.648936,0,1,0,0,0,1,0,1,0,0,0,0,3
1406.826446,0,1,0,0,0,1,0,1,0,0,0,0,4
1751.761111,0,1,0,0,0,1,0,0,1,0,0,0,3
1864.894737,0,1,0,0,0,1,0,0,1,0,0,0,3
1918.637795,0,1,0,0,0,1,0,1,0,0,0,0,3
3100,0,1,0,1,0,0,1,0,0,0,0,0,2
1128.571429,0,1,0,0,0,1,0,0,1,0,0,0,2
2100,0,1,0,0,0,1,0,0,1,0,0,0,3
1526.363636,0,0,1,0,1,0,0,1,0,0,0,1,4
3581.466667,0,1,0,1,0,0,1,0,0,0,0,1,3
3357.478261,0,1,0,1,0,0,1,0,0,0,0,1,3
1780.321839,0,1,0,1,0,0,1,0,0,0,0,1,3
1503.491667,0,1,0,0,0,1,0,0,1,0,0,1,3
2830.150943,0,1,0,0,0,1,0,0,1,0,0,1,2
1697.368421,0,1,0,0,0,1,0,0,1,0,0,1,2
1901.098901,0,1,0,0,0,1,0,0,0,1,0,1,2
2560.97561,0,1,0,0,1,0,1,0,0,0,0,1,3
1134.112676,0,1,0,0,0,1,0,0,1,0,0,1,2
1960.629921,0,1,0,0,0,1,0,0,1,0,0,1,3
2000,0,1,0,0,0,1,0,0,1,0,0,1,2
1500,0,1,0,0,0,1,0,0,1,0,0,1,2
1951.456311,0,0,1,0,1,0,0,0,1,0,0,1,3
1350,0,1,0,0,0,1,0,0,1,0,0,1,2
1665.211111,0,1,0,0,0,1,0,0,0,1,0,1,3
1818.181818,0,1,0,0,0,1,0,0,1,0,0,1,2
2683.414286,0,1,0,0,0,1,0,1,0,0,0,1,2
1544.733945,0,1,0,0,0,1,0,1,0,0,0,1,3
2250,0,1,0,0,0,1,0,0,1,0,0,1,4
2160.869565,0,1,0,0,0,1,0,0,1,0,0,1,3
2034.883721,0,1,0,0,0,1,0,0,1,0,0,1,2
2263.157895,0,1,0,0,0,1,0,0,1,0,0,1,3
1250,0,1,0,0,0,1,0,0,1,0,0,1,2
1246.153846,0,1,0,0,0,1,0,0,1,0,0,1,2
2690.226043,0,1,0,0,0,1,0,0,1,0,0,1,2
1842.105263,0,0,1,0,1,0,0,0,1,0,0,1,1
1466.666667,0,0,1,0,1,0,0,0,1,0,1,1,2
1260.294118,0,1,0,0,0,1,0,0,1,0,1,1,2
1520,0,1,0,0,0,1,0,0,1,0,1,1,3
2460.526316,0,1,0,0,0,1,0,0,1,0,1,1,2
1643.478261,0,1,0,0,0,1,0,0,1,0,1,1,3
1428.571429,0,1,0,0,1,0,1,0,0,0,1,1,4
1559.52381,1,0,0,0,1,0,0,0,1,0,1,1,2
1428.571429,0,1,0,0,1,0,1,0,0,0,1,1,4
3138.686131,0,1,0,1,0,0,1,0,0,0,1,1,4
1934.782609,1,0,0,0,1,0,0,0,1,0,1,1,1
3026.315789,0,1,0,0,1,0,1,0,0,0,1,1,1
1581.081081,0,1,0,0,1,0,0,0,1,0,1,1,3
1956.521739,1,0,0,0,1,0,0,0,1,0,1,1,1
2014.925373,1,0,0,0,1,0,0,0,1,0,1,1,2
1483.870968,1,0,0,0,1,0,0,0,1,0,1,1,3
1800,0,1,0,0,0,1,0,0,1,0,1,1,3
1262.903226,0,1,0,0,0,1,0,0,1,0,1,1,2
1636.363636,1,0,0,0,1,0,0,1,0,0,1,1,1
2756.410256,0,1,0,0,1,0,0,1,0,0,1,1,3
2989.89899,0,1,0,0,0,1,1,0,0,0,0,0,3
1616.666667,0,1,0,0,1,0,1,0,0,0,0,0,2
1616.666667,0,1,0,0,1,0,1,0,0,0,0,0,3
2464.285714,0,1,0,0,0,1,1,0,0,0,0,0,2
1595.238095,0,1,0,0,0,1,0,0,1,0,0,0,2
2257.142857,0,1,0,0,1,0,1,0,0,0,0,0,2
2068.965517,0,1,0,0,0,1,0,0,1,0,0,0,3
2580.882353,0,1,0,0,0,1,0,1,0,0,1,0,2
1.515,0,1,0,0,0,1,0,0,1,0,1,0,1
2271.186441,0,1,0,0,0,1,0,0,1,0,1,0,2
1438.257732,0,1,0,0,0,1,0,0,1,0,1,0,3
1436.835821,0,1,0,0,0,1,0,0,1,0,1,0,2
2045.454545,0,1,0,0,0,1,0,0,1,0,1,0,3
1457.943925,0,1,0,0,0,1,0,0,1,0,1,0,3
2619.047619,0,1,0,0,0,1,0,0,1,0,0,1,3
1593.75,0,1,0,0,0,1,0,0,1,0,0,1,2
1304.347826,0,1,0,0,0,1,0,0,1,0,0,1,2
1750,1,0,0,0,1,0,0,1,0,0,1,1,1
1875,1,0,0,0,1,0,0,0,1,0,1,1,1
2328.125,0,1,0,0,0,1,0,0,1,0,1,1,2
2500,0,1,0,0,0,1,0,0,1,0,1,1,3
1909.090909,1,0,0,0,1,0,0,0,1,0,1,1,1
932.4242424,1,0,0,0,1,0,0,0,0,1,1,1,2
2822.222222,0,1,0,0,0,1,1,0,0,0,1,1,1
1184.210526,0,1,0,0,0,1,1,0,0,0,1,1,1
2452.054795,0,1,0,0,0,1,0,0,1,0,1,1,3
1500,0,1,0,0,0,1,0,0,0,1,1,1,2
1272.613636,1,0,0,0,1,0,0,0,1,0,1,1,3
1881.209302,0,1,0,0,0,1,1,0,0,0,1,1,2
2119.319588,0,1,0,0,0,1,1,0,0,0,1,1,3
2337.317073,0,1,0,0,0,1,1,0,0,0,1,1,3
2313.833333,0,1,0,0,0,1,1,0,0,0,1,1,3
2466.165414,0,1,0,0,0,1,0,1,0,0,1,1,3
1597.938144,0,1,0,0,0,1,0,0,1,0,1,1,3
1491.935484,0,1,0,0,0,1,0,0,1,0,0,0,3
1698.412698,0,1,0,0,0,1,0,0,1,0,0,0,2
1671.875,0,1,0,0,0,1,0,0,1,0,0,0,2
1527.777778,0,1,0,0,0,1,0,0,1,0,0,0,3
2093.243243,0,1,0,0,1,0,1,0,0,0,0,0,2
1793.478261,0,1,0,0,0,1,0,0,1,0,0,0,2
1780,1,0,0,0,1,0,0,0,1,0,0,0,2
2971.698113,0,1,0,0,0,1,0,1,0,0,0,0,3
2187.5,1,0,0,0,1,0,0,0,1,0,0,0,2
2000,1,0,0,0,1,0,0,1,0,0,0,0,3
1655.6,0,1,0,0,0,1,0,0,1,0,0,0,2
1603.181818,0,1,0,0,0,1,0,0,1,0,0,0,3
1969.117647,0,0,1,0,1,0,1,0,0,0,0,0,2
1350,0,1,0,0,0,1,0,0,1,0,0,0,2
1500,0,1,0,0,0,1,0,0,1,0,0,0,2
1658.426829,0,1,0,0,0,1,0,0,1,0,0,0,2
1250,0,1,0,0,0,1,0,1,0,0,0,0,1
1836.734694,1,0,0,0,1,0,0,1,0,0,0,0,3
2227.272727,0,1,0,0,1,0,1,0,0,0,1,1,3
1630.434783,0,1,0,0,0,1,0,0,1,0,1,1,3
1686.661538,0,1,0,0,0,1,0,0,1,0,1,1,2
2934.42623,0,0,1,0,1,0,0,0,1,0,1,1,2
1771.428571,1,0,0,0,1,0,0,0,1,0,1,1,2
3333.333333,0,1,0,1,0,0,1,0,0,0,1,1,2
2224.975,0,1,0,0,0,1,0,0,0,1,1,1,1
3472.222222,0,1,0,0,1,0,0,1,0,0,1,1,2
1803.278689,1,0,0,0,0,1,0,0,1,0,0,0,2
1829.268293,0,1,0,0,1,0,0,0,1,0,0,0,2
1800.916667,1,0,0,0,1,0,0,0,1,0,0,1,2
1814.285714,0,1,0,0,0,1,1,0,0,0,1,1,2
1400,1,0,0,0,1,0,0,1,0,0,1,1,3
1538.307692,1,0,0,0,1,0,0,0,1,0,1,1,2
2126.455696,0,1,0,0,0,1,0,0,1,0,1,1,2
1303.348214,0,1,0,0,0,1,0,0,1,0,1,1,3
1607.142857,0,1,0,0,0,1,0,0,1,0,1,1,1
1948.275862,0,0,1,0,1,0,0,1,0,0,1,1,1
1402.777778,0,1,0,0,0,1,0,1,0,0,1,1,1
1969.69697,0,1,0,0,0,1,0,0,1,0,1,1,2
1701.754386,0,0,1,0,0,1,0,1,0,0,1,1,2
2216.060606,0,1,0,1,0,0,1,0,0,0,1,1,2
2161.764706,0,0,1,0,1,0,0,0,1,0,1,1,2
2358.208955,0,1,0,0,1,0,0,1,0,0,1,1,2
14745.76271,0,1,0,0,1,0,0,1,0,0,1,1,2
1795.918367,0,0,1,0,0,1,0,0,1,0,1,1,3
1824.742268,0,0,1,0,1,0,1,0,0,0,1,1,3
1700,0,1,0,0,0,1,0,1,0,0,1,1,3
1753.846154,1,0,0,0,1,0,0,1,0,0,1,1,2
1250,0,1,0,0,0,1,0,1,0,0,1,1,1
2721.518987,0,1,0,0,0,1,1,0,0,0,1,1,2
2198.529412,0,1,0,0,1,0,0,1,0,0,1,1,2
1666.666667,1,0,0,0,1,0,0,0,1,0,1,1,3
1081.818182,0,1,0,0,0,1,0,0,1,0,1,1,4
2000,0,1,0,0,0,1,0,0,0,1,1,1,3
2281.25,1,0,0,0,1,0,0,0,1,0,1,1,3
2721.518987,0,1,0,0,0,1,1,0,0,0,1,1,2
1478.732394,0,1,0,0,1,0,0,1,0,0,0,0,3
1800,0,1,0,0,1,0,1,0,0,0,0,0,2
2934.42623,0,0,1,0,1,0,0,0,1,0,0,0,2
1504.819277,1,0,0,0,1,0,0,1,0,0,0,0,3
1890.243902,0,1,0,0,0,1,0,0,1,0,0,0,3
2000,1,0,0,0,1,0,0,0,1,0,0,0,3
1515.463918,0,0,1,0,1,0,0,1,0,0,0,0,3
1989.361702,0,1,0,0,0,1,0,1,0,0,0,0,3
1825.396825,0,1,0,0,1,0,0,1,0,0,0,0,2
1600,0,1,0,0,0,1,0,1,0,0,0,0,2
2142.857143,0,1,0,0,0,1,0,0,1,0,0,1,2
1656.862745,0,0,1,0,1,0,0,0,1,0,0,1,3
1833.333333,1,0,0,0,1,0,0,0,1,0,0,1,2
3000,0,1,0,0,0,1,1,0,0,0,0,1,2
1521.521739,1,0,0,0,1,0,0,0,1,0,0,1,2
1402.317073,1,0,0,0,1,0,0,0,1,0,0,1,3
1875,0,1,0,0,0,1,0,0,1,0,0,1,2
1622.222222,1,0,0,0,1,0,0,1,0,0,0,1,1
1716.41791,0,1,0,0,0,1,0,0,0,1,0,1,2
4000,0,1,0,0,1,0,0,1,0,0,0,1,4
1523.809524,0,1,0,0,1,0,0,1,0,0,0,1,3
1562.5,0,0,1,0,1,0,0,0,1,0,0,1,3
1194,0,1,0,0,0,1,0,0,1,0,0,1,2
1958.333333,0,1,0,0,0,1,0,1,0,0,0,1,3
971.0142857,0,1,0,0,0,1,0,1,0,0,0,1,2
1114.928571,0,1,0,0,0,1,0,0,1,0,0,1,2
1606.060606,0,1,0,0,0,1,0,0,1,0,0,1,2
1355.714286,0,1,0,0,0,1,0,0,1,0,0,1,2
2000,0,1,0,0,0,1,0,0,1,0,0,1,4
2000,0,1,0,0,0,1,0,0,1,0,0,0,4
2812.5,1,0,0,0,1,0,0,0,1,0,0,1,3
1545.833977,0,1,0,0,0,1,0,0,1,0,0,1,3
1651.388889,1,0,0,0,1,0,0,1,0,0,0,1,3
2254.385965,0,1,0,0,0,1,0,0,1,0,0,1,2
1670.886076,0,1,0,0,0,1,0,0,0,1,0,1,2
1360.759494,0,1,0,0,0,1,0,0,1,0,0,1,2
1851.351351,0,1,0,0,0,1,0,0,1,0,0,1,2
1250,0,1,0,0,0,1,0,1,0,0,0,1,1
2198.529412,0,1,0,0,0,1,0,1,0,0,0,1,2
2000,1,0,0,0,1,0,0,0,1,0,0,1,2
1512,0,1,0,0,0,1,1,0,0,0,0,1,3
1923.076923,0,0,1,0,1,0,0,0,1,0,0,1,2
1754.716981,0,1,0,0,0,1,0,0,1,0,0,1,1
1583.333333,1,0,0,0,1,0,0,0,1,0,0,1,2
1405.405405,0,0,1,0,1,0,0,1,0,0,0,1,2
1800,0,1,0,0,0,1,0,0,1,0,0,1,2
1800,0,1,0,0,0,1,0,0,1,0,0,1,2
2112.661972,0,1,0,0,1,0,0,0,1,0,0,1,3
1850,1,0,0,0,1,0,0,1,0,0,0,1,3
1586.666667,1,0,0,0,1,0,0,1,0,0,0,1,2
2000,0,1,0,0,0,1,0,0,1,0,0,1,2
1530,0,1,0,0,0,1,0,0,1,0,0,1,2
2142.857143,0,1,0,0,0,1,0,1,0,0,0,1,1
2023.255814,0,1,0,0,0,1,0,0,0,1,0,1,1
993.75,0,1,0,0,0,1,0,0,1,0,0,1,3
2248.275862,0,1,0,0,0,1,0,1,0,0,0,0,3
1622.222222,0,1,0,0,0,1,0,0,1,0,0,0,3
723.8015267,0,1,0,0,0,1,0,0,1,0,0,0,2
2013.214286,0,1,0,0,0,1,0,0,0,1,0,0,2
1733.333333,1,0,0,0,1,0,0,0,1,0,0,0,2
1991.150442,0,1,0,0,0,1,1,0,0,0,0,0,3
1866.666667,0,1,0,0,0,1,0,0,0,1,0,0,3
2718.309859,0,1,0,0,0,1,0,1,0,0,0,0,2
2727.272727,0,1,0,0,1,0,1,0,0,0,0,1,2
1858.139535,0,0,1,0,1,0,1,0,0,0,1,1,1
2121.621622,0,1,0,0,0,1,0,0,1,0,1,1,2
1976.744186,1,0,0,0,1,0,0,1,0,0,1,1,1
1406.09375,0,0,1,0,1,0,0,1,0,0,1,1,2
1569.230769,1,0,0,0,1,0,0,1,0,0,1,1,2
2590,0,1,0,0,0,1,0,0,1,0,1,1,3
3423.287671,0,1,0,0,1,0,1,0,0,0,1,1,2
1657.333333,0,1,0,0,0,1,0,0,1,0,1,1,1
1503.172414,0,1,0,0,0,1,0,0,1,0,1,1,2
1498.125,0,1,0,0,0,1,0,0,1,0,1,1,1
797.1830986,0,1,0,0,0,1,0,0,1,0,1,1,3
2172.413793,0,1,0,0,0,1,0,0,1,0,1,1,3
1880,0,0,1,0,1,0,0,1,0,0,1,1,3
1571.428571,0,1,0,0,0,1,0,1,0,0,1,1,3
1619.565217,0,0,1,0,1,0,1,0,0,0,1,1,3
1385.849057,0,1,0,0,0,1,0,0,1,0,1,1,2
1768.055556,0,1,0,0,0,1,0,0,1,0,1,1,2
1385.087719,0,1,0,0,0,1,0,0,1,0,1,1,3
2085.106383,1,0,0,0,1,0,0,0,1,0,1,1,2
1659.574468,1,0,0,0,1,0,0,0,1,0,1,1,1
1807.619048,0,0,1,0,0,1,0,1,0,0,1,1,3
2498,0,1,0,0,1,0,0,1,0,0,0,0,3
1906.953488,0,1,0,0,0,1,0,1,0,0,0,1,1
3113.779528,0,1,0,0,0,1,0,1,0,0,0,1,3
1262.237762,0,1,0,0,0,1,0,0,1,0,1,1,3
942.1621622,0,1,0,0,0,1,0,0,1,0,1,1,3
2021.348315,1,0,0,0,1,0,0,1,0,0,1,1,3
1800,0,1,0,0,0,1,0,1,0,0,1,1,2
1600,0,1,0,0,0,1,0,1,0,0,1,1,2
1800,0,1,0,0,0,1,0,1,0,0,1,1,4
1800,0,1,0,0,0,1,0,1,0,0,1,1,2
1557.377049,1,0,0,0,1,0,0,1,0,0,1,1,2
1846.138462,0,1,0,0,0,1,0,0,1,0,1,1,2
2078.651685,0,1,0,0,0,1,0,0,1,0,1,1,3
1408.839779,0,1,0,0,0,1,0,0,1,0,1,1,4
1973.493976,0,1,0,0,0,1,0,0,0,1,1,1,3
2575.757576,0,1,0,0,0,1,1,0,0,0,1,1,2
1983.870968,0,1,0,0,0,1,0,0,0,1,1,1,3
1187.5,0,1,0,0,0,1,1,0,0,0,1,1,3
1691.823899,0,1,0,0,0,1,0,0,1,0,1,1,4
1955.882353,0,1,0,1,0,0,1,0,0,0,1,1,2
1400.803279,0,1,0,0,0,1,0,1,0,0,1,1,4
1928.37594,0,1,0,0,0,1,0,0,1,0,1,1,3
1203.326733,0,1,0,0,0,1,0,1,0,0,1,1,3
1986.517094,0,1,0,0,0,1,0,0,1,0,1,1,4
2290,0,1,0,0,0,1,1,0,0,0,0,1,1
1854.83871,0,1,0,0,1,0,0,1,0,0,0,1,3
2486.813187,0,1,0,0,0,1,1,0,0,0,0,1,3
2742.857143,0,1,0,0,1,0,0,1,0,0,1,1,3
1250,0,1,0,0,0,1,0,0,1,0,1,1,1
1687.5,0,1,0,0,0,1,0,0,1,0,1,1,1
1542.857143,0,1,0,0,0,1,0,0,1,0,1,1,2
1133.333333,0,1,0,0,0,1,0,0,1,0,1,1,3
1539.0625,0,1,0,0,0,1,0,0,1,0,1,1,3
1540.186916,0,1,0,0,0,1,0,0,1,0,1,1,3
1346.153846,0,1,0,0,0,1,0,0,1,0,1,1,3
1890.243902,0,0,1,0,0,1,1,0,0,0,1,1,2
2454.545455,0,0,1,0,1,0,1,0,0,0,1,1,2
1972.972973,0,1,0,0,0,1,0,0,1,0,1,1,1
2203.389831,0,1,0,0,0,1,0,0,1,0,1,1,2
2578.431373,0,1,0,0,0,1,0,0,1,0,1,1,3
1497.962963,0,1,0,0,0,1,0,0,1,0,0,0,2
1566.560748,0,1,0,0,0,1,0,0,1,0,0,0,3
1670.885714,0,1,0,0,0,1,0,0,1,0,0,0,2
1667.195935,1,0,0,0,1,0,0,0,1,0,0,0,3
1681.253731,0,1,0,0,0,1,0,0,1,0,0,0,2
3447.126437,0,1,0,0,1,0,1,0,0,0,0,0,3
1736.842105,0,1,0,0,0,1,0,0,1,0,0,0,3
2260.869565,1,0,0,0,1,0,0,1,0,0,0,0,1
1679.61165,0,1,0,0,0,1,0,1,0,0,0,1,3
2120.689655,0,1,0,0,0,1,0,0,1,0,0,1,2
2618.666667,0,1,0,0,0,1,0,0,1,0,0,1,2
1602,0,1,0,0,0,1,0,0,1,0,0,1,2
2544.444444,0,1,0,0,0,1,0,1,0,0,0,1,3
1630.769231,1,0,0,0,1,0,0,1,0,0,1,1,2
2742.682927,0,1,0,0,1,0,0,1,0,0,1,1,3
2484.375,0,0,1,0,1,0,1,0,0,0,1,1,2
1653.731343,0,1,0,0,0,1,0,0,1,0,1,1,2
1709.401709,0,1,0,0,0,1,0,0,1,0,1,1,3
1749.724409,0,1,0,0,0,1,0,0,1,0,1,1,3
1177.5,0,1,0,0,0,1,0,0,1,0,1,1,2
1048.387097,0,1,0,0,0,1,0,0,1,0,1,1,2
1581.081081,0,1,0,0,1,0,0,0,1,0,1,1,3
1107.368421,0,1,0,0,0,1,0,0,1,0,1,1,2
1230.769231,1,0,0,0,1,0,0,1,0,0,1,1,2
1172.952381,0,1,0,0,0,1,0,0,1,0,0,1,3
1171.515152,0,1,0,0,0,1,0,0,1,0,0,1,2
1984.615385,0,1,0,0,0,1,0,1,0,0,0,1,2
1550,0,1,0,0,0,1,0,0,1,0,0,1,3
2123.076923,0,1,0,0,1,0,0,1,0,0,0,1,2
1642.857143,0,1,0,0,0,1,0,0,1,0,0,1,2
2200,0,1,0,0,0,1,0,0,1,0,0,1,3
2230.753846,0,1,0,0,0,1,0,0,1,0,0,1,3
1861.702128,0,1,0,0,0,1,0,1,0,0,0,1,4
1757.281553,0,0,1,0,1,0,0,0,1,0,0,1,3
1350,0,1,0,0,0,1,0,0,1,0,0,1,2
1500,0,1,0,0,0,1,0,0,1,0,0,1,2
1500,0,1,0,0,0,1,0,0,1,0,0,1,3
1666.666667,1,0,0,0,1,0,0,1,0,0,0,1,2
1500,1,0,0,0,1,0,0,1,0,0,0,1,2
3460.869565,0,1,0,0,1,0,1,0,0,0,0,1,3
1969.69697,1,0,0,0,1,0,0,0,1,0,0,1,2
1605.263158,0,1,0,0,0,1,0,0,1,0,0,1,2
1780.821918,0,0,1,0,1,0,0,1,0,0,0,1,2
1500,0,1,0,0,0,1,0,0,1,0,0,1,3
